alias,office_code,office_name,confidence,support,total,all_votes,example_registration_id
鑫旺超市商户,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025022600000035
鑫星五金百货劳保电话水暖建材精销部,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025080400000022
鑫源超市商户,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025012300000030
鑫田花园朔方街195号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025112900000036
鑫讯通讯,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025012700000013
鑫达超市,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002024101200000091
鑫鑫商店,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025071100000044
鑫鑫超市,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025020400000035
铜峡市金域水岸北门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025011700000009
铝厂一村小区,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024102100000073
铝厂一村小区南门,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024102200000031
铝厂三叉路口,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025070200000023
铝厂东二路2号,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025060900000030
铝厂北门鲍江诊所,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025032600000019
铝厂华都宾馆对面,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025060900000001
铝厂原中兴路7-1,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024071600000011
铝厂宁味羊火锅店门口,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025041200000015
铝厂市场,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025092700000009
铝厂市场商户,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025092700000009
铝厂建设银行旁边,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024121800000009
铝厂火车站,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025102700000035
铝厂菜市场,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025112600000003
铝厂西一路,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",1640381002025051725673881
铝厂西一路40号,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025100100000012
铝厂西三村储备库对面,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",1640381002025060619696631
铝厂西三村门口,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025062000000005
铝厂西山区门口“鑫云百货商店”,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025072100000105
铝厂鑫云百货商店,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025052200000007
铝厂钰梅商店,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025061200000038
铝厂长滩路171号,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025071700000014
铝厂附近药店药店,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025081200000004
铝城酒楼,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025050800000023
铝城餐饮中心,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025100100000012
铭辉商店(宁朔路店)青铜峡市小坝镇物流中心,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024111748803359
银丰超市(朔方街店)青铜峡市朔方街43号南门口商贸,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025102472395832
银佳商店(鑫田花园店)青铜峡市鑫田花园8号1-401门口,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025102476667838
银合广场,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025020500000142
"银川市,宁东能源化工基地,青铜峡市铝厂一村",QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",1640381002025071159093082
银川市兴庆区唐徕小区149号楼6号营业房（自主申报）,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024092073034788
银川新百电器有限公司青铜峡正科店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024080500000030
银河中百超市,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024112500000008
银河广场参加交流会,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025041900000025
银河早市大厅南门左边第一家,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025053000000008
银河早市葡萄摊贩,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024082600000099
银河晚市,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081900000054
银河街,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025101500000052
银河街132号惠福牛肉面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071400000032
银河街23号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025090800000075
锦绣蓉城老火锅店（新百CCmall店）,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025051700000008
长滩路,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025031600000046
长虹美菱,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025092300000017
阳光剪,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025030200000025
阳光宾馆商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024112000000003
阳光理发店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025030100000014
阿牛公拉面馆,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025100200000006
阿牛宫纯汤牛肉面,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025090100000002
阿米精品汇,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024111100000011
阿里油香饼子店商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024101100000013
陈先生水果店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025122700000034
陈萍牙科对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025021100000003
陈袁滩镇亲民路29.31号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024083000000048
陈袁滩镇古峡东街与亲民路交叉路口西南200米,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080600000015
陈袁滩镇安置楼附近,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024112000000017
陈袁滩镇金岸一品26栋,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025022100000012
陈袁滩镇金岸一品二期9幢101号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024122000000073
陈袁滩镇金岸一品小区东门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025040100000036
隆祥商行,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025010700000048
隆祥商行商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025020500000133
雅迪电动车店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025060400000003
雅迪电动车（小赵车行）,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025100200000013
雪格之城,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071400000005
青客涮烤自助,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025092600000029
青柠KTV商户,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024112000000001
青柠音乐餐厅,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025050900000003
青秀园公园南门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025041200000014
青秀园内,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025043000000005
青秀园南门对面,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024110500000009
青秀园对面,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025061000000021
青秀园西北角早市内,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024112500000008
青秀园西门早市,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024071500000050
青铜古镇8-2-1号,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002024072300000003
青铜峡CCmall二楼,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024071200000051
青铜峡CCmall二楼SHUSHISSHANG舒时尚,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024071200000051
青铜峡Ccll新百超市（CC贸新百超市）,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025032300000020
青铜峡万利食品有限责任公司,QTX_YESHENG,叶盛市场监管所,1.0,1,1,"{""叶盛市场监管所"": 1}",51640300002024121200000026
青铜峡利民西街50号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024072836077032
青铜峡北环路,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024100800000037
青铜峡古镇旅游区,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025042200000026
青铜峡名峡人家东门43-45号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025102300000009
青铜峡名峡人家东门43-45号发生时间：10月23日消费金额,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025102300000009
青铜峡大厦斜对面的来晚美甲店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025072000000023
青铜峡大坝镇,QTX_DABA,大坝市场监管所,1.0,1,1,"{""大坝市场监管所"": 1}",51640300002025111100000037
青铜峡宾馆对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025112000000010
青铜峡宾馆楼下,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024121600000012
青铜峡小坝商城2楼,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025020700000025
青铜峡小坝商城北门2楼西厅,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024082100000043
青铜峡小坝广场处（精益眼镜）,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024110100000034
青铜峡小坝教育小区西门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024120600000014
青铜峡小坝镇杨二炒面砂锅店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080800000047
青铜峡小坝镇步行街路口,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025073000000014
青铜峡小坝镇步行街路口发生时间：2019年5月消费金额,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025073000000014
青铜峡小坝镇步行街路口的周大生店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025073000000014
青铜峡峡口镇谭桥村,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025120900000058
青铜峡峡口镇谭桥村发生时间：12月9日消费金额：150元,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025120900000058
"青铜峡市,五粮醇惠君商行青铜峡市小坝镇利民西街商贸50号",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024072836077032
"青铜峡市,佳乐佳超市青铜峡市龙海花园82号",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024083018807261
"青铜峡市,佳辉超市青铜峡市小坝镇龙海·天景美邸西门南150米",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024121336432426
"青铜峡市,兰苑超市青铜峡市小坝镇兰馨苑C区西门",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024072734430459
"青铜峡市,创兴商行(天一街店)青铜峡市天一街39号",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024082921917284
"青铜峡市,北环路西59",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024102263312842
"青铜峡市,叶盛镇",QTX_YESHENG,叶盛市场监管所,1.0,1,1,"{""叶盛市场监管所"": 1}",1640381002024102181330068
"青铜峡市,大兴超市(利民街店)青铜峡市龙海花园58号",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024072842018334
"青铜峡市,大坝镇",QTX_DABA,大坝市场监管所,1.0,1,1,"{""大坝市场监管所"": 1}",1640381002024102336209697
"青铜峡市,峡口镇",QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",1640381002024102337816185
"青铜峡市,康乐超市青铜峡市欧景花园南门",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024083007097360
"青铜峡市,新百广场五里关火锅",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025040380906879
"青铜峡市,玲玲超市(兰馨苑店)青铜峡市安康街57号",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024072779575248
"青铜峡市,瞿靖镇",QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",1640381002024102363190629
"青铜峡市,裕民街道步行街71-1号周大生珠宝专卖店",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024112055475088
"青铜峡市,裕民街道裕民西街",QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025082530513560
"青铜峡市,郝渠村",QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",1640381002025013173107072
"青铜峡市,金宏盈超市青铜峡市东兴路名峡人家55号东门口",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024083023495874
"青铜峡市,金岸一品二期豪食佳黑鸭脖",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025032490694808
"青铜峡市,铝厂家属区",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025040236561219
"青铜峡市,青铜峡大梁水果店",QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025111011820047
"青铜峡市,青铜峡市小坝天一街139#-2",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024112987908008
"青铜峡市,青铜峡市小坝汉坝东街210-1号",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024112918487626
"青铜峡市,青铜峡市广武村",QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",1640381002025121356238922
"青铜峡市,青铜峡市瞿靖镇瞿靖街",QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",1640381002024100121317129
"青铜峡市,青铜峡市铝厂西三区门口杭州小笼包",QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",1640381002024083000072219
"青铜峡市,青铜峡市长滩路粮食储备库对面",QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",1640381002025071080789059
"青铜峡市,青铜峡市青镇新民街7号楼401号",QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",1640381002025110628801864
"青铜峡市,青铜峡市龙海塞上江南36-21、22、23、24",QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",1640381002025071015119920
"青铜峡市,青铜峡市龙海花园90号商贸房",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024072417369204
"青铜峡市,青铜峡是康乐街派盛康城西南门旁启明超市",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024083034705701
"青铜峡市,青铜峡镇十字路口",QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",1640381002025102807031081
"青铜峡市,青镇解放路173号",QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",1640381002025102794154739
"青铜峡市,香醍湾A3栋30号",QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025102700286815
青铜峡市109国道汽车城内,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024111500000054
青铜峡市109国道汽车站,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025032900000006
青铜峡市109国道汽车站“天天宾馆”,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025032900000006
青铜峡市CCMALL一楼,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025030800000009
青铜峡市CCMALL南门停车场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025031600000041
青铜峡市CCMALL发生时间：9月25日消费金额：70元,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025092500000048
青铜峡市CCMALL商城,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024111200000040
青铜峡市CCMALL广场“渔粉叔叔”,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025081100000052
青铜峡市CCMALL广场发生时间：8月31日消费金额：200,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025083100000032
青铜峡市CCMALL新百广场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025042900000005
青铜峡市CCMALL新百超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025040400000012
青铜峡市CCMALL电影院,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025100400000038
青铜峡市CCMALL电影院发生时间：7月份消费金额：300元,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025100400000038
青铜峡市CCMALL肯德基商户,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025092500000048
青铜峡市CCmall广场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025060800000007
青铜峡市CCmall新百超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025031500000053
青铜峡市CC贸三楼,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025082400000037
青铜峡市CC贸二楼,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024122300000090
青铜峡市CC贸五里关火锅店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024111800000007
青铜峡市CC贸十五章商铺,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025041500000013
青铜峡市CC贸发生时间：8月4日消费金额：73元,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080400000047
青铜峡市CC贸商城,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025092600000029
青铜峡市CC贸商户,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080800000004
青铜峡市CC贸商户地址：书亦烧仙草,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080800000004
青铜峡市CC贸广场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024111800000002
青铜峡市CC贸新百超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024122400000008
青铜峡市cc-mall内发生时间：9月8日19:40分左右消,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025090900000004
青铜峡市cc-mall发生时间：12月9日17点左右消费金额,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025120900000044
青铜峡市cc-mall旁巷道内,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025081600000008
青铜峡市cc-mall旁巷道内发生时间：8月15日20点左右,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025081600000008
青铜峡市ccmal,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025011500000011
青铜峡市ccmall元气满满店铺,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025061400000014
青铜峡市“世纪荣华”一楼超市,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025100400000024
青铜峡市“世纪荣华”一楼超市发生时间：10月3日上午11点4,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025100400000024
青铜峡市“北苑小区”东门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025083000000027
青铜峡市“北苑小区”东门发生时间：2025年8月30日11,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025083000000027
青铜峡市“新华百货CCmall”,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025110400000038
青铜峡市“新华百货CCmall”发生时间：2025年3月消费,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025110400000038
青铜峡市“新华百货CCmall”发生时间：9月18日消费金额,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025092600000007
青铜峡市“格林豪泰快捷酒店”商户,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025062800000020
青铜峡市“私汤别院涞悦墅艺术酒店,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025061300000042
青铜峡市一家人饺子馆,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024071600000003
青铜峡市一粉一城炒米粉店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025011999507047
青铜峡市七公江湖烤翅店,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024092300000001
青铜峡市七天酒店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025070300000032
青铜峡市七里香花艺店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025030849158407
青铜峡市三宝超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024091300000006
青铜峡市三鑫商店(建民南路)裕民街道建民南街111号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024120343966728
青铜峡市上滩五队,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024072500000021
青铜峡市不起眼麻辣烫店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025111751202986
青铜峡市不辣不散干炒麻辣烫永丰街店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025122065336566
青铜峡市世峰家具经销部,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024072600000090
青铜峡市东九宾馆旁边发生时间：2025年11月24日15点4,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025112400000039
青铜峡市东兴路55号（名峡人家东门口）,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024083023495874
青铜峡市东区菜市场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025032500000010
青铜峡市东区菜市场旁边每时每刻店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025032500000010
青铜峡市东区菜市场旁边每时每刻店市民来电：市民于3月24日下,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025032500000010
